EXPECTED_START_DATE,GRADUATION_DATE,ENROLL_COUNT,NUMBER_AVERAGE,MINUTES_ATTENDED,HOURS_ATTEMPTED,HOURS_EARNED,AR_BALANCE_AMOUNT,MINUTES_ABSENT,DAYS_ABSENT,MINUTES_MAKEUP,REENTRY_NUMBER,PROGRAM_GROUP,BIRTH_DATE,LAST_ACTIVITY_DATE,MOD_NUMBER,COHORT_YEAR,CUMMULATIVE_GPA,CUMMULATIVE_GPA_POINTS,CUMMULATIVE_GPA_CREDITS,AR_BALANCE,ENROLLMENT_GPA,CREDITS_ATTEMPTED,CREDITS_EARNED,CREDITS_REQUIRED,CREDITS_LEFT,ENROLLMENT_COUNT,MODS_ATTENDED_COUNT,HS_GRADUATED_FLAG,DISABLED_FLAG,HISPANIC_FLAG,VETERAN_FLAG,STATUS_DESCRIPTION,IN_SCHOOL_FLAG,SIMPLE_STATUS_DESCRIPTION
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,8/11/1996,12/9/2020,12,2023,0,,,0,0,0,0,95,95,3,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,12/9/1975,11/10/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,1,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,4/8/1990,10/19/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,unknown,,,,,,,,,,,,,,,,,,,,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSCNB,7/4/1998,,12,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,11/25/2020,1,0,0,0,0,0,0,0,0,0,MSMAA,3/17/1997,12/16/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,False Start,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,4/10/1975,10/21/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,3/27/2022,1,95.146341,8100,1410,1410,-150,0,0,0,0,GAGAB,5/2/1995,4/11/2021,12,2026,3.78,387.3,102.5,-856,3.78,123.5,123.5,183,59.5,2,32,0,0,0,0,Active,1,Active
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,5/31/1998,4/13/2021,13,2024,4,80,20,2208,4,20,20,95,75,2,8,0,0,0,0,No Show,0,Terminated
11/9/2020,11/15/2020,1,0,0,0,0,0,0,0,0,0,MSMAA,4/16/1994,11/18/2020,13,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,Cancel,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,HSHMB,11/15/1982,10/12/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,11/19/2023,1,89.25,8340,283,226,703,0,0,0,0,HSHMB,12/10/1987,4/8/2021,12,2026,3.45,69,20,703,3.45,25,20,180,160,2,9,0,0,0,0,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,3/6/1979,11/17/2020,12,2026,0,0,0,0,0,0,0,180,180,2,1,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,11/12/1983,,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,10/7/1993,11/2/2020,12,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,3/29/1999,4/13/2021,13,2024,2.78,55.5,20,2152.35,2.78,20,20,95,75,2,8,0,0,1,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,5/14/2000,10/29/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,8/9/2001,2/26/2021,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,3/27/2022,1,97.77821,8580,1490,1490,51,0,0,0,0,GAGAB,11/18/1988,4/11/2021,12,2026,3.86,496.1,128.5,51,3.86,128.5,128.5,183,54.5,2,40,0,0,0,0,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,3/21/1996,11/2/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,7/17/2022,1,102.502415,8220,1130,1130,4150,0,0,0,0,GAWDB,3/11/1991,4/12/2021,12,2026,4,414,103.5,4150,4,103.5,103.5,180,76.5,2,32,0,0,0,1,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSSMB,3/12/1992,11/13/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,HSHMB,1/23/1990,10/14/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,6/28/1991,,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSSMB,4/19/1988,11/10/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,5/12/2001,10/30/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,4/13/2002,2/21/2021,2,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,9/16/1993,10/21/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,11/29/2020,1,0,0,0,0,0,0,0,0,0,HSHMB,11/7/1979,12/7/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,False Start,0,Terminated
11/9/2020,9/24/2023,1,59.666667,3660,400,200,237,0,0,0,0,GAGAB,3/12/1996,4/2/2021,12,2026,1.3,52,40,3729,1.73,40,20,183,163,2,11,0,0,1,0,Dismissed,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,10/15/1999,12/3/2020,13,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,6/14/1988,10/30/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,11/9/2020,1,78,0,466,405,0,0,0,0,0,MSMAA,10/11/1983,2/18/2021,12,2023,2.98,119,40,4083,2.98,40,35,95,60,2,8,0,0,0,0,Cancel,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,12/6/1981,,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,3/12/1997,12/22/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,9/11/2022,1,87.792553,8280,927,927,5128,0,0,0,0,HSHMB,7/29/1973,4/12/2021,12,2026,3.24,304.35,94,9215.9,3.24,94,94,180,86,2,25,0,0,0,0,Active,1,Active
11/9/2020,11/17/2020,1,0,0,0,0,0,0,0,0,0,CSCNB,11/20/1963,11/23/2020,12,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,False Start,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,GAWDB,2/13/1996,10/30/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,8/17/1999,10/23/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,HSHMB,11/26/1992,,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,12/22/1999,10/31/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,7/22/1998,11/2/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,4/20/1983,10/9/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,4/19/1990,9/23/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,BUBAB,5/15/1979,,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,1/11/1995,10/21/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,96.8,7320,280,280,777.5,0,0,0,0,HSHMB,4/3/2000,4/8/2021,12,2026,4,100,25,777.5,4,25,25,180,155,2,9,0,0,0,0,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSCNB,8/23/1994,1/24/2021,1,2026,0,,,0,0,0,0,180.5,180.5,2,0,0,0,1,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,1/10/1977,12/3/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,10/6/2001,10/26/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,2/3/1979,10/5/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSCNB,7/30/1998,10/21/2020,12,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,11/27/2020,1,0,0,0,0,0,0,0,0,0,HSHMB,2/3/1993,12/1/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,1,0,False Start,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,8/28/1999,10/22/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSCNB,1/11/2002,11/4/2020,12,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,12/5/2020,1,0,0,0,0,0,0,0,0,0,GAGAB,3/11/2000,12/23/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,False Start,0,Terminated
11/9/2020,8/14/2022,1,73.453659,35220,1170,1070,4190,0,0,0,0,CSCNB,11/10/1992,3/31/2021,12,2026,2.06,210.95,102.5,18551,2.06,107.5,97.5,180.5,83,2,32,0,0,0,0,Probation,1,Active
11/9/2020,4/24/2022,1,88.75,6480,1097,1097,0,0,0,0,0,HSHMB,9/7/1992,4/9/2021,12,2026,3.37,391.2,116,0,3.37,116,116,180,64,2,30,0,0,0,0,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,12/28/1980,1/21/2021,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,11/13/2020,1,0,0,0,0,0,0,0,0,0,HSHMB,2/18/1996,11/2/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,Cancel,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,3/27/1982,10/30/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,GAWDB,5/16/1996,10/16/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,11/21/2000,,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,6/8/1988,,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,4/24/2022,1,86.728448,7500,1097,1097,0,0,0,0,0,HSHMB,7/21/1990,4/14/2021,12,2026,3.2,371.25,116,0,3.2,116,116,180,64,2,30,0,0,0,0,Active,1,Active
11/9/2020,11/30/2020,1,0,0,0,0,0,0,0,0,0,CSSMB,1/9/1997,12/7/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,False Start,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,5/11/1988,12/14/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,11/30/2020,1,0,0,0,0,0,0,0,0,0,GAGAB,2/1/1998,12/1/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,False Start,0,Terminated
11/9/2020,9/24/2023,1,96.4,7440,280,280,0,0,0,0,0,HSHMB,11/5/1977,4/9/2021,12,2026,3.94,98.5,25,0,3.94,25,25,180,155,1,9,0,0,0,0,Active,1,Active
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,7/12/1998,10/31/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,9/8/1987,10/30/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,8/30/2000,4/14/2021,1,2026,0,,,0,0,0,0,183,183,4,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,10/11/2001,11/4/2020,12,2023,0,,,0,0,0,0,95,95,2,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/11/2022,1,87.271277,8100,935,935,50,0,0,0,0,HSHMB,6/5/1990,4/8/2021,12,2026,3.26,306.35,94,50,3.26,94,94,180,86,2,29,0,0,0,0,Active,1,Active
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,6/30/2000,,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,12/19/1991,2/8/2021,1,2026,1.9,78.8,41.5,3991.18,2.31,32,24,183,159,9,16,0,0,1,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,2/5/2001,11/4/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,12/23/1987,11/2/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,12/21/1980,10/29/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,79.6,7140,280,280,803,0,0,0,0,HSHMB,7/13/1999,4/14/2021,12,2026,2.42,60.5,25,803,2.42,25,25,180,155,1,9,0,0,0,0,Active,1,Active
11/9/2020,12/4/2022,1,73.850299,23340,925,697,0,0,0,0,0,HSHMB,9/2/1985,4/13/2021,12,2026,1.83,168.95,92.5,0,2.02,93.5,73.5,180,106.5,2,29,0,0,0,0,Active,1,Active
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,6/5/1987,10/16/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,2/14/1997,12/10/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,12/11/1970,4/13/2021,13,2026,2.1,42,20,831,2.1,20,15,180,165,2,8,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,6/8/1983,10/12/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,8/9/1985,10/29/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,3/17/1992,11/5/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,12/6/2020,1,101.15493,0,800,800,0,0,0,0,0,CSCNB,6/23/1983,1/30/2021,12,2026,3.17,284,89.5,2280,4,71,71,180.5,109.5,2,29,0,0,0,0,False Re-Enter,0,Terminated
11/9/2020,5/22/2022,1,73.837563,7020,1055,1055,0,0,0,0,0,HSHMB,2/6/1995,4/12/2021,12,2026,1.79,191.05,106.5,0,1.94,111.5,111.5,180,68.5,2,29,0,0,1,0,Active,1,Active
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,8/27/1991,10/12/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,9/17/1962,10/21/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,6/4/2023,1,86.727273,7020,850,500,1653,0,0,0,0,BUBAB,6/9/1990,3/19/2021,12,2026,3.32,182.5,55,3790,3.32,85,50,180,130,2,21,0,0,0,0,Probation,1,Active
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,9/19/1993,10/12/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,4/24/2022,1,95.642857,7440,1290,1290,-536,0,0,0,0,CSCNB,9/2/1993,4/7/2021,12,2026,3.82,454.4,119,-536,3.82,119,119,180.5,61.5,2,35,0,0,0,1,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSCNB,8/30/1981,10/9/2020,12,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSSMB,8/9/1995,4/1/2021,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,81.4,8280,295,295,2029.48,0,0,0,0,MSMAA,6/8/1993,4/13/2021,12,2023,2.7,67.5,25,2029.48,2.7,25,25,95,70,1,9,0,0,0,0,Active,1,Active
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,11/8/1996,10/23/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,2/14/2001,4/14/2021,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,10/18/1991,10/26/2020,12,2023,0,,,0,0,0,0,95,95,2,0,0,0,0,0,No Show,0,Terminated
11/9/2020,12/3/2020,1,69.761905,3660,550,331,2716,0,0,0,0,MSMAA,2/15/1985,3/16/2021,12,2023,2.09,87.9,42,1295,2.09,52,32,95,63,2,7,0,0,0,0,False Re-Enter,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,3/10/2002,11/2/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,GAWDB,10/18/1958,11/16/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,5/16/1990,10/8/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,HSHMB,3/19/1991,10/16/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,11/30/2020,1,0,0,0,0,0,0,0,0,0,GAGAB,3/5/1999,12/1/2020,12,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,False Start,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,6/29/1992,10/21/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,1/29/1984,11/2/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,5/30/1992,10/29/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSCNB,2/22/2001,10/21/2020,12,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,11/5/2001,11/4/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,4/9/2023,1,85.715789,18660,540,490,3182,0,0,0,0,GAGAB,10/20/2000,4/13/2021,12,2026,2.57,155.5,60.5,11074.59,3.27,47.5,42.5,183,140.5,2,18,0,0,0,0,Drop,0,Terminated
11/9/2020,9/26/2021,1,88.459016,8520,1450,1450,50,0,0,0,0,HSHMB,7/1/1986,4/7/2021,12,2026,3.3,502.7,152.5,-570,3.3,152.5,152.5,180,27.5,2,39,0,0,1,0,Active,1,Active
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSSMB,1/6/2002,10/19/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,2/15/1989,12/3/2020,12,2023,0,,,0,0,0,0,95,95,2,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,9/1/1998,10/30/2020,12,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,10/22/2023,1,0,,0,0,0,,0,,0,GAGAB,9/2/1989,,12,2026,,,,0,0,0,0,183,183,1,0,0,0,1,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,GAWDB,11/12/1981,10/31/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSSMB,2/7/1985,2/1/2021,1,2026,0,,,0,0,0,0,180,180,3,0,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSCNB,6/30/1989,11/20/2020,12,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,10/24/2021,1,76.541219,7320,1690,1640,125,0,0,0,0,CSCNB,7/13/1990,4/7/2021,12,2026,1.95,300.5,154,-2428.14,2.15,156,151,180.5,29.5,2,48,0,0,0,1,Active,1,Active
11/9/2020,1/15/2023,1,74.946667,27240,890,740,3726,0,0,0,0,CSCNB,11/12/1984,4/1/2021,12,2026,2.39,187.25,78.5,3726,2.5,84,69,180.5,111.5,2,25,0,0,0,1,Active,1,Active
11/9/2020,10/22/2023,1,0,0,0,0,0,0,0,0,0,GAGAB,7/11/1994,10/12/2020,12,2026,0,,,0,0,0,0,183,183,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,,0,0,0,,0,,0,CSSMB,9/19/2000,10/26/2020,12,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,CSSMB,9/22/1999,4/13/2021,13,2026,4,80,20,4286,4,20,20,180,160,3,8,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,7/15/2001,10/13/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,9/11/2002,4/13/2021,13,2024,1.1,22,20,2283,1.1,20,10,95,85,2,8,0,0,0,0,No Show,0,Terminated
11/9/2020,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,9/5/1990,10/7/2020,12,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,8/31/1998,10/27/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,11/27/2000,10/22/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,9/15/2000,11/9/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,1,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,8/4/1985,10/14/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,1/2/2022,1,79.176471,1200,605,394,0,0,0,0,0,MSMAA,6/25/1996,3/30/2021,12,2023,1.9,101.5,53.5,11648.89,2.39,57.5,37.5,95,57.5,6,20,0,0,1,0,Dismissed,0,Terminated
11/9/2020,5/22/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,1/13/1972,10/30/2020,12,2023,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
11/9/2020,5/22/2022,1,0,,0,0,0,,0,,0,MSMAA,8/30/2001,10/23/2020,12,2023,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
