EXPECTED_START_DATE,GRADUATION_DATE,ENROLL_COUNT,NUMBER_AVERAGE,MINUTES_ATTENDED,HOURS_ATTEMPTED,HOURS_EARNED,AR_BALANCE_AMOUNT,MINUTES_ABSENT,DAYS_ABSENT,MINUTES_MAKEUP,REENTRY_NUMBER,PROGRAM_GROUP,BIRTH_DATE,LAST_ACTIVITY_DATE,MOD_NUMBER,COHORT_YEAR,CUMMULATIVE_GPA,CUMMULATIVE_GPA_POINTS,CUMMULATIVE_GPA_CREDITS,AR_BALANCE,ENROLLMENT_GPA,CREDITS_ATTEMPTED,CREDITS_EARNED,CREDITS_REQUIRED,CREDITS_LEFT,ENROLLMENT_COUNT,MODS_ATTENDED_COUNT,HS_GRADUATED_FLAG,DISABLED_FLAG,HISPANIC_FLAG,VETERAN_FLAG,STATUS_DESCRIPTION,IN_SCHOOL_FLAG,SIMPLE_STATUS_DESCRIPTION
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,1/17/1975,3/29/2021,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,1,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,7/22/1977,3/3/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,12/16/2000,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,11/7/1991,,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,12/4/1990,3/12/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/26/2021,1,85.15894,1860,1690,1690,7452,0,0,0,0,CSCNB,6/22/1974,3/26/2021,3,2026,2.7,448.75,166,9859,2.97,154.5,154.5,180.5,26,3,56,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,9/8/1988,3/3/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,8/23/1975,3/4/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,5/10/1990,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,10/4/1990,3/10/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,3/18/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,2/15/1993,3/18/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,Cancel,0,Terminated
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,HSHMB,2/6/1993,3/4/2021,3,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,8/30/2001,,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSCNB,4/26/1997,2/18/2021,3,2026,0,,,0,0,0,0,180.5,180.5,2,0,0,0,0,0,No Show,0,Terminated
3/15/2021,3/30/2021,1,70.75,0,400,350,0,0,0,0,0,BUBAB,1/19/1997,4/13/2021,3,2026,2.19,87.5,40,1552,2.19,40,35,180,145,2,8,0,0,0,0,False Re-Enter,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSSMB,3/17/1997,3/28/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,1,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,1/5/1996,4/12/2021,4,2024,0,0,0,9040,0,0,0,95,95,2,5,0,0,0,0,No Show,0,Terminated
3/15/2021,4/3/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,10/5/1991,4/6/2021,3,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,False Start,0,Terminated
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,3/7/1998,4/5/2021,3,2024,0,,,0,0,0,0,95,95,2,0,0,0,1,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,103,1800,50,107,4150,0,0,0,0,HSHMB,1/30/1998,4/7/2021,3,2026,4,20,5,4150,4,5,10,180,170,2,6,0,0,0,1,Active,1,Active
3/15/2021,11/19/2023,1,80.666667,1320,150,150,4150,0,0,0,0,GAWDB,12/9/1975,4/13/2021,3,2026,2.7,40.5,15,276,2.7,15,15,180,165,2,7,0,0,0,0,Active,1,Active
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,HSHMB,6/28/2002,2/26/2021,3,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,4/15/1984,3/8/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,70,1740,57,57,9040,0,0,0,0,MSMAA,12/29/1991,4/13/2021,3,2024,1.7,8.5,5,9040,1.7,5,5,95,90,1,6,0,0,0,0,Active,1,Active
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSSMB,6/26/1994,2/22/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,9/10/1983,2/17/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,8/8/1996,3/2/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,5/20/1981,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,3/20/2021,1,0,0,0,0,0,0,0,0,0,CSSMB,9/17/1993,3/18/2021,3,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,Cancel,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,HSHMB,10/19/1992,,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,9/3/1996,3/1/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,3/27/2021,1,0,0,0,0,0,0,0,0,0,GAGAB,12/8/1988,4/5/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,False Start,0,Terminated
3/15/2021,3/19/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,7/20/2001,2/16/2021,3,2024,0,,,0,0,0,0,95,95,2,0,0,0,1,0,Cancel,0,Terminated
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,11/26/2001,3/3/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,8/27/2023,1,88.142857,1560,350,300,4110,0,0,0,0,CSCNB,9/10/1985,4/13/2021,3,2026,2.51,125.5,50,844,3.1,35,30,180.5,150.5,2,15,0,0,0,0,Active,1,Active
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSSMB,4/24/2002,4/4/2021,3,2026,0,,,0,0,0,0,180,180,2,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,96,1740,50,50,8280,0,0,0,0,CSSMB,11/4/1988,4/14/2021,3,2026,4,20,5,8280,4,5,5,180,175,1,6,0,0,0,0,Active,1,Active
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,9/15/1999,2/24/2021,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,1,0,Application Cancelled,0,Other
3/15/2021,3/20/2021,1,0,0,0,0,0,0,0,0,0,GAGAB,7/13/1999,3/23/2021,3,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,Cancel,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,12/8/1978,3/29/2021,4,2026,2.7,466.45,173,0,0,0,0,183,183,6,56,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,98,1860,57,57,9040,0,0,0,0,MSMAA,3/16/2001,4/13/2021,3,2024,4,20,5,9040,4,5,5,95,90,1,6,0,0,0,0,Active,1,Active
3/15/2021,7/17/2022,1,77.857143,1800,341,241,9040,0,0,0,0,MSMAA,10/14/1999,4/13/2021,3,2024,2.35,65.9,28,15993,2.35,33,23,95,72,3,13,0,0,0,0,Active,1,Active
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,9/6/1984,2/26/2021,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,8/8/1998,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,4/15/1987,2/9/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,12/19/1987,2/19/2021,3,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,11/5/1962,,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,11/13/1971,2/23/2021,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,7/23/2000,2/24/2021,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSCNB,12/19/1979,2/24/2021,3,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,12/18/1970,4/14/2021,5,2024,0,0,0,0,0,0,0,95,95,2,1,0,0,1,0,No Show,0,Terminated
3/15/2021,3/15/2021,1,0,0,0,0,0,0,0,0,0,GAGAB,7/3/1982,2/26/2021,3,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,Cancel,0,Terminated
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,2/3/2001,3/2/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,HSHMB,6/7/1999,3/4/2021,3,2026,0,,,0,0,0,0,180,180,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,10/3/1978,,3,2026,,,,0,0,0,0,183,183,1,0,0,0,1,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,HSHMB,11/5/1967,2/16/2021,3,2026,0,,,0,0,0,0,180,180,3,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,11/11/1997,3/4/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,4/6/1977,3/12/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,12/11/2001,4/3/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,1,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,HSHMB,6/29/1948,2/17/2021,3,2026,0,,,0,0,0,0,180,180,2,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSSMB,10/18/1989,3/4/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSSMB,3/30/1999,3/4/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,8/2/1984,3/4/2021,3,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,8/10/1989,3/1/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,11/12/1963,2/24/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,3/23/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,8/7/1990,4/5/2021,3,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,False Start,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSSMB,7/10/1984,,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,86,1320,57,57,9040,0,0,0,0,MSMAA,6/24/2002,4/13/2021,3,2024,3,15,5,9040,3,5,5,95,90,1,6,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,GAGAB,3/8/2000,4/7/2021,4,2026,0,,,0,0,0,0,183,183,3,0,0,0,0,0,No Show,0,Terminated
3/15/2021,3/21/2021,1,0,0,0,0,0,0,0,0,0,HSHMB,12/29/2001,4/7/2021,3,2026,0,,,0,0,0,0,180,180,2,0,0,0,0,0,False Start,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,9/2/1989,3/8/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,86,1800,50,50,8160,0,0,0,0,GAGAB,7/13/1984,4/1/2021,3,2026,3,15,5,8160,3,5,5,183,178,1,6,0,0,0,0,Active,1,Active
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSCNB,7/13/1998,3/5/2021,3,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,6/25/1992,2/19/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,100,1800,57,57,9040,0,0,0,0,MSMAA,4/26/2000,4/13/2021,3,2024,4,20,5,9040,4,5,5,95,90,1,6,0,0,1,0,Active,1,Active
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,5/4/1987,3/17/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSCNB,7/22/1978,3/2/2021,3,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,2/3/2001,2/11/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,82,1620,57,57,9040,0,0,0,0,MSMAA,2/26/1995,4/13/2021,3,2024,2.7,13.5,5,9040,2.7,5,5,95,90,1,6,0,0,0,0,Active,1,Active
3/15/2021,3/15/2021,1,95,0,800,750,0,0,0,0,0,BUBAB,8/27/1970,4/10/2021,3,2026,3.56,267,75,4976,3.56,80,75,180,105,3,12,0,0,0,0,Cancel,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,6/13/1982,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,85,1800,57,57,9040,0,0,0,0,MSMAA,1/3/1995,4/13/2021,3,2024,3,15,5,9040,3,5,5,95,90,1,6,0,0,0,0,Active,1,Active
3/15/2021,3/24/2024,1,78,1680,50,50,8280,0,0,0,0,CSCNB,10/2/1990,4/12/2021,3,2026,2.4,12,5,8280,2.4,5,5,180.5,175.5,4,6,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,8/12/1997,3/23/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,3/24/2024,1,52,1320,50,0,8280,0,0,0,0,CSCNB,12/7/1997,3/8/2021,3,2026,0,0,5,8280,0,5,0,180.5,180.5,1,6,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,2/13/1990,3/3/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,4/6/1986,3/2/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,1,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,2/25/1972,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,4/5/2021,1,0,0,0,0,0,0,0,0,0,GAGAB,9/9/1980,4/5/2021,3,2026,0,,,0,0,0,0,183,183,2,0,0,0,0,0,False Start,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,10/17/1997,3/2/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/24/2023,1,0,0,0,0,0,0,0,0,0,HSHMB,3/24/1986,3/3/2021,3,2026,1.96,49,25,3495,0,0,0,180,180,3,6,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,99,1860,50,50,8160,0,0,0,0,GAGAB,9/27/2001,3/22/2021,3,2026,4,20,5,8160,4,5,5,183,178,1,6,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,10/19/1980,,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,104,1860,57,57,8300,0,0,0,0,HSHMB,4/17/1983,4/14/2021,3,2026,4,20,5,8300,4,5,5,180,175,1,6,0,0,1,0,Active,1,Active
3/15/2021,2/25/2024,1,85,1860,50,50,8160,0,0,0,0,GAGAB,8/11/1999,3/24/2021,3,2026,3,15,5,8160,3,5,5,183,178,1,6,0,0,1,0,Active,1,Active
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSSMB,11/5/1998,2/22/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,90,1800,50,50,8160,0,0,0,0,GAGAB,12/7/1993,3/23/2021,3,2026,3.7,18.5,5,8160,3.7,5,5,183,178,1,6,0,0,0,0,Active,1,Active
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,1/30/1993,2/22/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,10/4/2000,3/2/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,7/7/1971,,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,5/16/1996,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,5/4/1996,3/5/2021,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,4/4/2021,1,0,0,0,50,0,0,0,0,0,CSSMB,4/1/2002,4/5/2021,3,2026,0,0,0,0,0,0,5,180,175,1,0,0,0,0,0,False Start,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,CSCNB,11/12/1965,,3,2026,,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,3/19/2021,1,0,0,0,0,0,0,0,0,0,GAGAB,4/14/1994,3/11/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,Cancel,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,7/1/1979,4/14/2021,4,2026,0,0,0,8160,0,0,0,183,183,2,5,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,12/5/1998,2/24/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,8/26/1994,3/23/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,2/24/1977,3/2/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,4/4/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,3/30/1998,4/5/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,False Start,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,7/28/1997,,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,9/1/2000,3/10/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,2/16/2001,3/23/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,5/26/1980,3/4/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,7/2/1995,4/4/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,12/23/1996,,3,2026,,,,0,0,0,0,183,183,1,0,0,0,1,0,Application Cancelled,0,Other
3/15/2021,7/17/2022,1,88.666667,1860,173,173,8109.5,0,0,0,0,MSMAA,7/13/1968,4/13/2021,3,2024,3.2,64,20,6034.5,3.37,15,15,95,80,2,8,0,0,0,0,Active,1,Active
3/15/2021,4/1/2021,1,0,0,0,0,0,0,0,0,0,GAGAB,7/30/1985,4/5/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,False Start,0,Terminated
3/15/2021,2/25/2024,1,90,1800,50,50,8160,0,0,0,0,GAGAB,4/20/1998,3/23/2021,3,2026,3.7,18.5,5,8160,3.7,5,5,183,178,1,6,0,0,1,0,Active,1,Active
3/15/2021,4/5/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,8/25/1970,4/7/2021,3,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,False Start,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,6/2/2002,3/4/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,1,0,No Show,0,Terminated
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,12/19/2000,3/24/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,103,1860,50,50,8160,0,0,0,0,GAGAB,7/16/1981,4/10/2021,3,2026,4,20,5,8160,4,5,5,183,178,1,6,0,0,0,0,Active,1,Active
3/15/2021,1/15/2023,1,84.598592,22020,830,730,8280,0,0,0,0,CSSMB,3/7/1966,4/13/2021,3,2026,2.75,206.5,75,8280,2.91,81,71,180,109,7,23,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,97,1680,57,57,9040,0,0,0,0,MSMAA,6/23/1994,4/13/2021,3,2024,4,20,5,9040,4,5,5,95,90,1,6,0,0,0,0,Active,1,Active
3/15/2021,9/11/2022,1,0,0,0,0,0,0,0,0,0,MSMAA,4/19/2002,4/4/2021,3,2024,0,,,0,0,0,0,95,95,1,0,0,0,1,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,0,0,0,0,0,0,0,0,GAGAB,9/24/1991,3/3/2021,3,2026,0,,,0,0,0,0,183,183,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,2/25/2024,1,0,,0,0,0,,0,,0,GAGAB,6/23/1994,3/5/2021,3,2026,,,,0,0,0,0,183,183,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSCNB,6/1/1982,3/5/2021,3,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,HSHMB,8/12/1978,3/1/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,10/9/2022,1,0,,0,0,0,,0,,0,GAGAA,11/7/1985,,3,2024,,,,0,0,0,0,99.5,99.5,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,HSHMB,9/10/2001,3/5/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,9/11/2022,1,0,,0,0,0,,0,,0,MSMAA,4/14/1994,3/4/2021,3,2024,,,,0,0,0,0,95,95,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,4/4/2021,1,0,0,0,0,0,0,0,0,0,MSMAA,8/21/2000,4/5/2021,3,2024,0,,,0,0,0,0,95,95,2,0,0,0,0,0,False Start,0,Terminated
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,HSHMB,9/15/1987,3/3/2021,3,2026,0,,,0,0,0,0,180,180,2,0,0,0,0,0,No Show,0,Terminated
3/15/2021,1/28/2024,1,0,,0,0,0,,0,,0,HSHMB,8/9/1998,3/16/2021,3,2026,,,,0,0,0,0,180,180,1,0,0,0,0,0,Application Cancelled,0,Other
3/15/2021,1/28/2024,1,0,0,0,0,0,0,0,0,0,CSCNB,4/22/1991,3/17/2021,3,2026,0,,,0,0,0,0,180.5,180.5,1,0,0,0,0,0,No Show,0,Terminated
